business_id,checkin_date
w8IHN58WRQ7-9euvBSkr0w,2017-12-26 21:00
w8IHN58WRQ7-9euvBSkr0w,2017-12-29 0:56
w8IHN58WRQ7-9euvBSkr0w,2018-01-19 1:04
w8IHN58WRQ7-9euvBSkr0w,2018-02-04 1:28
w8IHN58WRQ7-9euvBSkr0w,2018-02-16 19:15
w8IHN58WRQ7-9euvBSkr0w,2018-03-03 0:49
w8IHN58WRQ7-9euvBSkr0w,2018-03-10 20:29
w8IHN58WRQ7-9euvBSkr0w,2018-03-17 0:55
w8IHN58WRQ7-9euvBSkr0w,2018-03-20 3:07
w8IHN58WRQ7-9euvBSkr0w,2018-03-24 1:49
w8IHN58WRQ7-9euvBSkr0w,2018-04-04 18:22
w8IHN58WRQ7-9euvBSkr0w,2018-04-05 20:07
w8IHN58WRQ7-9euvBSkr0w,2018-04-07 21:31
w8IHN58WRQ7-9euvBSkr0w,2018-04-13 23:42
w8IHN58WRQ7-9euvBSkr0w,2018-04-15 1:08
w8IHN58WRQ7-9euvBSkr0w,2018-04-22 18:56
w8IHN58WRQ7-9euvBSkr0w,2018-04-26 2:59
w8IHN58WRQ7-9euvBSkr0w,2018-04-28 20:26
w8IHN58WRQ7-9euvBSkr0w,2018-05-20 23:35
w8IHN58WRQ7-9euvBSkr0w,2018-05-28 19:00
w8IHN58WRQ7-9euvBSkr0w,2018-05-28 19:01
w8IHN58WRQ7-9euvBSkr0w,2018-06-04 0:31
w8IHN58WRQ7-9euvBSkr0w,2018-06-04 23:56
w8IHN58WRQ7-9euvBSkr0w,2018-06-08 17:58
w8IHN58WRQ7-9euvBSkr0w,2018-06-09 18:12
w8IHN58WRQ7-9euvBSkr0w,2018-06-14 18:59
w8IHN58WRQ7-9euvBSkr0w,2018-06-15 3:36
w8IHN58WRQ7-9euvBSkr0w,2018-06-28 5:55
w8IHN58WRQ7-9euvBSkr0w,2018-07-01 23:16
w8IHN58WRQ7-9euvBSkr0w,2018-07-10 1:48
w8IHN58WRQ7-9euvBSkr0w,2018-07-11 23:18
w8IHN58WRQ7-9euvBSkr0w,2018-07-26 19:16
w8IHN58WRQ7-9euvBSkr0w,2018-07-27 18:17
w8IHN58WRQ7-9euvBSkr0w,2018-07-30 18:59
w8IHN58WRQ7-9euvBSkr0w,2018-08-08 1:46
w8IHN58WRQ7-9euvBSkr0w,2018-08-14 1:33
w8IHN58WRQ7-9euvBSkr0w,2018-08-15 0:42
w8IHN58WRQ7-9euvBSkr0w,2018-08-19 2:58
w8IHN58WRQ7-9euvBSkr0w,2018-08-25 0:20
w8IHN58WRQ7-9euvBSkr0w,2018-09-08 23:40
w8IHN58WRQ7-9euvBSkr0w,2018-09-09 4:04
w8IHN58WRQ7-9euvBSkr0w,2018-09-09 4:08
w8IHN58WRQ7-9euvBSkr0w,2018-09-15 6:29
w8IHN58WRQ7-9euvBSkr0w,2018-10-08 1:02
w8IHN58WRQ7-9euvBSkr0w,2018-10-12 1:42
w8IHN58WRQ7-9euvBSkr0w,2018-10-13 2:36
w8IHN58WRQ7-9euvBSkr0w,2018-10-24 23:03
w8IHN58WRQ7-9euvBSkr0w,2018-11-06 0:15
w8IHN58WRQ7-9euvBSkr0w,2018-11-10 1:20
w8IHN58WRQ7-9euvBSkr0w,2018-11-11 1:35
w8IHN58WRQ7-9euvBSkr0w,2018-12-01 0:16
w8IHN58WRQ7-9euvBSkr0w,2018-12-01 18:41
w8IHN58WRQ7-9euvBSkr0w,2018-12-15 1:46
w8IHN58WRQ7-9euvBSkr0w,2019-01-17 2:46
w8IHN58WRQ7-9euvBSkr0w,2019-01-28 4:52
w8IHN58WRQ7-9euvBSkr0w,2019-02-01 20:36
w8IHN58WRQ7-9euvBSkr0w,2019-02-07 3:23
w8IHN58WRQ7-9euvBSkr0w,2019-02-07 3:33
w8IHN58WRQ7-9euvBSkr0w,2019-02-18 1:23
w8IHN58WRQ7-9euvBSkr0w,2019-02-26 1:22
w8IHN58WRQ7-9euvBSkr0w,2019-03-06 2:23
w8IHN58WRQ7-9euvBSkr0w,2019-03-25 23:30
w8IHN58WRQ7-9euvBSkr0w,2019-03-28 2:09
w8IHN58WRQ7-9euvBSkr0w,2019-04-19 0:10
w8IHN58WRQ7-9euvBSkr0w,2019-04-21 19:32
w8IHN58WRQ7-9euvBSkr0w,2019-04-27 3:56
w8IHN58WRQ7-9euvBSkr0w,2019-05-04 23:46
w8IHN58WRQ7-9euvBSkr0w,2019-05-13 1:56
w8IHN58WRQ7-9euvBSkr0w,2019-06-02 3:07
w8IHN58WRQ7-9euvBSkr0w,2019-06-02 3:26
w8IHN58WRQ7-9euvBSkr0w,2019-06-02 3:26
w8IHN58WRQ7-9euvBSkr0w,2019-06-07 23:09
w8IHN58WRQ7-9euvBSkr0w,2019-06-07 23:12
w8IHN58WRQ7-9euvBSkr0w,2019-06-15 3:19
w8IHN58WRQ7-9euvBSkr0w,2019-06-27 3:11
w8IHN58WRQ7-9euvBSkr0w,2019-06-27 3:13
w8IHN58WRQ7-9euvBSkr0w,2019-07-07 18:10
w8IHN58WRQ7-9euvBSkr0w,2019-07-14 2:39
w8IHN58WRQ7-9euvBSkr0w,2019-07-17 1:45
w8IHN58WRQ7-9euvBSkr0w,2019-07-17 23:41
w8IHN58WRQ7-9euvBSkr0w,2019-08-07 1:27
w8IHN58WRQ7-9euvBSkr0w,2019-08-17 23:34
w8IHN58WRQ7-9euvBSkr0w,2019-08-25 22:43
w8IHN58WRQ7-9euvBSkr0w,2019-09-01 1:01
w8IHN58WRQ7-9euvBSkr0w,2019-09-01 1:15
w8IHN58WRQ7-9euvBSkr0w,2019-09-15 4:42
w8IHN58WRQ7-9euvBSkr0w,2019-09-15 4:47
w8IHN58WRQ7-9euvBSkr0w,2019-10-07 0:23
w8IHN58WRQ7-9euvBSkr0w,2019-10-12 1:24
w8IHN58WRQ7-9euvBSkr0w,2019-11-21 2:02
w8IHN58WRQ7-9euvBSkr0w,2019-12-01 23:08
w8IHN58WRQ7-9euvBSkr0w,2019-12-10 2:22
w8IHN58WRQ7-9euvBSkr0w,2020-01-09 0:33
w8IHN58WRQ7-9euvBSkr0w,2020-02-16 21:56
w8IHN58WRQ7-9euvBSkr0w,2020-02-16 21:57
w8IHN58WRQ7-9euvBSkr0w,2020-02-29 1:18
w8IHN58WRQ7-9euvBSkr0w,2020-03-09 23:59
w8IHN58WRQ7-9euvBSkr0w,2020-07-16 2:50
w8IHN58WRQ7-9euvBSkr0w,2021-01-28 2:13
w8IHN58WRQ7-9euvBSkr0w,2021-03-13 21:53
w8IHN58WRQ7-9euvBSkr0w,2021-03-28 23:49
w8IHN58WRQ7-9euvBSkr0w,2021-08-21 0:56
w8IHN58WRQ7-9euvBSkr0w,2021-09-12 0:05
w8IHN58WRQ7-9euvBSkr0w,2021-11-24 23:38
w9grvGu-5bHNucOeReHzfA,2012-04-27 23:01
w9grvGu-5bHNucOeReHzfA,2012-04-28 1:35
w9grvGu-5bHNucOeReHzfA,2012-04-29 0:15
w9grvGu-5bHNucOeReHzfA,2012-04-29 3:36
w9grvGu-5bHNucOeReHzfA,2012-05-05 23:37
w9grvGu-5bHNucOeReHzfA,2012-05-05 23:58
w9grvGu-5bHNucOeReHzfA,2012-05-06 23:00
w9grvGu-5bHNucOeReHzfA,2012-05-06 23:23
w9grvGu-5bHNucOeReHzfA,2012-05-09 0:25
w9grvGu-5bHNucOeReHzfA,2012-05-11 3:24
w9grvGu-5bHNucOeReHzfA,2012-05-11 22:25
w9grvGu-5bHNucOeReHzfA,2012-05-17 2:05
w9grvGu-5bHNucOeReHzfA,2012-05-17 2:21
w9grvGu-5bHNucOeReHzfA,2012-05-19 2:22
w9grvGu-5bHNucOeReHzfA,2012-05-20 18:39
w9grvGu-5bHNucOeReHzfA,2012-05-20 23:54
w9grvGu-5bHNucOeReHzfA,2012-05-25 4:12
w9grvGu-5bHNucOeReHzfA,2012-05-26 21:16
w9grvGu-5bHNucOeReHzfA,2012-05-26 23:38
w9grvGu-5bHNucOeReHzfA,2012-05-28 0:24
w9grvGu-5bHNucOeReHzfA,2012-05-31 0:39
w9grvGu-5bHNucOeReHzfA,2012-05-31 1:52
w9grvGu-5bHNucOeReHzfA,2012-06-02 17:31
w9grvGu-5bHNucOeReHzfA,2012-06-02 23:41
w9grvGu-5bHNucOeReHzfA,2012-06-03 1:22
w9grvGu-5bHNucOeReHzfA,2012-06-03 15:18
w9grvGu-5bHNucOeReHzfA,2012-06-03 17:27
w9grvGu-5bHNucOeReHzfA,2012-06-03 21:25
w9grvGu-5bHNucOeReHzfA,2012-06-07 1:02
w9grvGu-5bHNucOeReHzfA,2012-06-08 1:07
w9grvGu-5bHNucOeReHzfA,2012-06-08 22:28
w9grvGu-5bHNucOeReHzfA,2012-06-10 0:47
w9grvGu-5bHNucOeReHzfA,2012-06-10 23:10
w9grvGu-5bHNucOeReHzfA,2012-06-10 23:53
w9grvGu-5bHNucOeReHzfA,2012-06-14 1:46
w9grvGu-5bHNucOeReHzfA,2012-06-14 4:51
w9grvGu-5bHNucOeReHzfA,2012-06-16 23:44
w9grvGu-5bHNucOeReHzfA,2012-06-17 17:41
w9grvGu-5bHNucOeReHzfA,2012-06-17 23:49
w9grvGu-5bHNucOeReHzfA,2012-06-20 22:43
w9grvGu-5bHNucOeReHzfA,2012-06-21 1:36
w9grvGu-5bHNucOeReHzfA,2012-06-23 0:18
w9grvGu-5bHNucOeReHzfA,2012-06-23 19:56
w9grvGu-5bHNucOeReHzfA,2012-06-23 22:42
w9grvGu-5bHNucOeReHzfA,2012-06-30 18:10
w9grvGu-5bHNucOeReHzfA,2012-07-03 22:52
w9grvGu-5bHNucOeReHzfA,2012-07-04 2:27
w9grvGu-5bHNucOeReHzfA,2012-07-05 21:17
w9grvGu-5bHNucOeReHzfA,2012-07-07 23:01
w9grvGu-5bHNucOeReHzfA,2012-07-08 1:41
w9grvGu-5bHNucOeReHzfA,2012-07-10 22:38
w9grvGu-5bHNucOeReHzfA,2012-07-12 20:47
w9grvGu-5bHNucOeReHzfA,2012-07-15 2:41
w9grvGu-5bHNucOeReHzfA,2012-07-19 23:08
w9grvGu-5bHNucOeReHzfA,2012-07-21 1:48
w9grvGu-5bHNucOeReHzfA,2012-07-21 5:00
w9grvGu-5bHNucOeReHzfA,2012-07-24 23:25
w9grvGu-5bHNucOeReHzfA,2012-07-25 18:04
w9grvGu-5bHNucOeReHzfA,2012-07-26 20:40
w9grvGu-5bHNucOeReHzfA,2012-07-26 23:45
w9grvGu-5bHNucOeReHzfA,2012-07-28 1:37
w9grvGu-5bHNucOeReHzfA,2012-07-29 0:24
w9grvGu-5bHNucOeReHzfA,2012-07-30 0:31
w9grvGu-5bHNucOeReHzfA,2012-07-31 22:40
w9grvGu-5bHNucOeReHzfA,2012-07-31 23:48
w9grvGu-5bHNucOeReHzfA,2012-08-05 17:27
w9grvGu-5bHNucOeReHzfA,2012-08-09 2:06
w9grvGu-5bHNucOeReHzfA,2012-08-09 2:18
w9grvGu-5bHNucOeReHzfA,2012-08-10 1:12
w9grvGu-5bHNucOeReHzfA,2012-08-11 19:53
w9grvGu-5bHNucOeReHzfA,2012-08-12 2:19
w9grvGu-5bHNucOeReHzfA,2012-08-12 19:13
w9grvGu-5bHNucOeReHzfA,2012-08-13 1:22
w9grvGu-5bHNucOeReHzfA,2012-08-16 1:11
w9grvGu-5bHNucOeReHzfA,2012-08-17 0:51
w9grvGu-5bHNucOeReHzfA,2012-08-17 1:01
w9grvGu-5bHNucOeReHzfA,2012-08-18 16:36
w9grvGu-5bHNucOeReHzfA,2012-08-18 20:47
w9grvGu-5bHNucOeReHzfA,2012-08-18 20:48
w9grvGu-5bHNucOeReHzfA,2012-08-19 0:25
w9grvGu-5bHNucOeReHzfA,2012-08-24 1:32
w9grvGu-5bHNucOeReHzfA,2012-08-26 20:08
w9grvGu-5bHNucOeReHzfA,2012-08-31 22:21
w9grvGu-5bHNucOeReHzfA,2012-09-01 22:38
w9grvGu-5bHNucOeReHzfA,2012-09-02 16:05
w9grvGu-5bHNucOeReHzfA,2012-09-02 20:04
w9grvGu-5bHNucOeReHzfA,2012-09-03 0:26
w9grvGu-5bHNucOeReHzfA,2012-09-03 2:27
w9grvGu-5bHNucOeReHzfA,2012-09-06 0:42
w9grvGu-5bHNucOeReHzfA,2012-09-08 0:26
w9grvGu-5bHNucOeReHzfA,2012-09-08 0:30
w9grvGu-5bHNucOeReHzfA,2012-09-08 0:33
w9grvGu-5bHNucOeReHzfA,2012-09-08 0:35
w9grvGu-5bHNucOeReHzfA,2012-09-08 0:52
w9grvGu-5bHNucOeReHzfA,2012-09-08 0:55
w9grvGu-5bHNucOeReHzfA,2012-09-08 2:13
w9grvGu-5bHNucOeReHzfA,2012-09-14 0:34
w9grvGu-5bHNucOeReHzfA,2012-09-14 1:16
w9grvGu-5bHNucOeReHzfA,2012-09-14 1:37
w9grvGu-5bHNucOeReHzfA,2012-09-14 1:38
w9grvGu-5bHNucOeReHzfA,2012-09-14 1:49
w9grvGu-5bHNucOeReHzfA,2012-09-14 1:50
w9grvGu-5bHNucOeReHzfA,2012-09-15 23:09
w9grvGu-5bHNucOeReHzfA,2012-09-19 0:33
w9grvGu-5bHNucOeReHzfA,2012-09-20 23:34
w9grvGu-5bHNucOeReHzfA,2012-09-21 1:56
w9grvGu-5bHNucOeReHzfA,2012-09-23 2:23
w9grvGu-5bHNucOeReHzfA,2012-09-23 18:08
w9grvGu-5bHNucOeReHzfA,2012-09-23 23:48
w9grvGu-5bHNucOeReHzfA,2012-09-26 1:40
w9grvGu-5bHNucOeReHzfA,2012-09-30 1:51
w9grvGu-5bHNucOeReHzfA,2012-10-05 2:57
w9grvGu-5bHNucOeReHzfA,2012-10-08 0:34
w9grvGu-5bHNucOeReHzfA,2012-10-13 19:28
w9grvGu-5bHNucOeReHzfA,2012-10-14 1:31
w9grvGu-5bHNucOeReHzfA,2012-10-20 1:04
w9grvGu-5bHNucOeReHzfA,2012-10-20 2:02
w9grvGu-5bHNucOeReHzfA,2012-10-21 23:28
w9grvGu-5bHNucOeReHzfA,2012-10-24 0:19
w9grvGu-5bHNucOeReHzfA,2012-10-27 23:02
w9grvGu-5bHNucOeReHzfA,2012-10-27 23:04
w9grvGu-5bHNucOeReHzfA,2012-11-10 1:01
w9grvGu-5bHNucOeReHzfA,2012-11-17 18:51
w9grvGu-5bHNucOeReHzfA,2012-11-17 21:51
w9grvGu-5bHNucOeReHzfA,2012-11-19 2:32
w9grvGu-5bHNucOeReHzfA,2012-11-19 2:37
w9grvGu-5bHNucOeReHzfA,2012-11-20 23:08
w9grvGu-5bHNucOeReHzfA,2012-12-02 0:43
w9grvGu-5bHNucOeReHzfA,2012-12-03 0:51
w9grvGu-5bHNucOeReHzfA,2012-12-03 3:20
w9grvGu-5bHNucOeReHzfA,2012-12-05 3:45
w9grvGu-5bHNucOeReHzfA,2012-12-07 3:44
w9grvGu-5bHNucOeReHzfA,2012-12-08 2:50
w9grvGu-5bHNucOeReHzfA,2012-12-08 2:50
w9grvGu-5bHNucOeReHzfA,2012-12-18 1:07
w9grvGu-5bHNucOeReHzfA,2012-12-21 23:32
w9grvGu-5bHNucOeReHzfA,2012-12-27 2:46
w9grvGu-5bHNucOeReHzfA,2012-12-28 4:01
w9grvGu-5bHNucOeReHzfA,2012-12-29 2:32
w9grvGu-5bHNucOeReHzfA,2013-01-01 3:47
w9grvGu-5bHNucOeReHzfA,2013-01-05 1:11
w9grvGu-5bHNucOeReHzfA,2013-01-05 1:39
w9grvGu-5bHNucOeReHzfA,2013-01-05 4:39
w9grvGu-5bHNucOeReHzfA,2013-01-05 19:32
w9grvGu-5bHNucOeReHzfA,2013-01-08 23:24
w9grvGu-5bHNucOeReHzfA,2013-01-12 1:52
w9grvGu-5bHNucOeReHzfA,2013-01-12 22:00
w9grvGu-5bHNucOeReHzfA,2013-01-12 22:46
w9grvGu-5bHNucOeReHzfA,2013-01-13 1:33
w9grvGu-5bHNucOeReHzfA,2013-01-13 3:00
w9grvGu-5bHNucOeReHzfA,2013-01-16 23:36
w9grvGu-5bHNucOeReHzfA,2013-01-17 23:16
w9grvGu-5bHNucOeReHzfA,2013-01-20 2:39
w9grvGu-5bHNucOeReHzfA,2013-01-20 2:49
w9grvGu-5bHNucOeReHzfA,2013-01-20 4:32
w9grvGu-5bHNucOeReHzfA,2013-01-23 2:00
w9grvGu-5bHNucOeReHzfA,2013-01-24 3:33
w9grvGu-5bHNucOeReHzfA,2013-01-24 3:40
w9grvGu-5bHNucOeReHzfA,2013-01-25 1:46
w9grvGu-5bHNucOeReHzfA,2013-01-25 3:15
w9grvGu-5bHNucOeReHzfA,2013-01-30 23:33
w9grvGu-5bHNucOeReHzfA,2013-02-02 1:54
w9grvGu-5bHNucOeReHzfA,2013-02-02 20:22
w9grvGu-5bHNucOeReHzfA,2013-02-02 23:59
w9grvGu-5bHNucOeReHzfA,2013-02-03 0:05
w9grvGu-5bHNucOeReHzfA,2013-02-03 0:55
w9grvGu-5bHNucOeReHzfA,2013-02-03 2:07
w9grvGu-5bHNucOeReHzfA,2013-02-03 18:05
w9grvGu-5bHNucOeReHzfA,2013-02-07 0:35
w9grvGu-5bHNucOeReHzfA,2013-02-09 2:00
w9grvGu-5bHNucOeReHzfA,2013-02-09 17:50
w9grvGu-5bHNucOeReHzfA,2013-02-10 0:59
w9grvGu-5bHNucOeReHzfA,2013-02-14 0:35
w9grvGu-5bHNucOeReHzfA,2013-02-17 1:15
w9grvGu-5bHNucOeReHzfA,2013-02-17 2:11
w9grvGu-5bHNucOeReHzfA,2013-02-17 22:11
w9grvGu-5bHNucOeReHzfA,2013-02-23 4:11
w9grvGu-5bHNucOeReHzfA,2013-02-24 2:54
w9grvGu-5bHNucOeReHzfA,2013-02-24 17:22
w9grvGu-5bHNucOeReHzfA,2013-02-27 0:46
w9grvGu-5bHNucOeReHzfA,2013-03-03 0:38
w9grvGu-5bHNucOeReHzfA,2013-03-03 19:27
w9grvGu-5bHNucOeReHzfA,2013-03-09 23:05
w9grvGu-5bHNucOeReHzfA,2013-03-10 14:23
w9grvGu-5bHNucOeReHzfA,2013-03-10 17:47
w9grvGu-5bHNucOeReHzfA,2013-03-10 18:01
w9grvGu-5bHNucOeReHzfA,2013-03-11 0:26
w9grvGu-5bHNucOeReHzfA,2013-03-13 2:39
w9grvGu-5bHNucOeReHzfA,2013-03-16 2:19
w9grvGu-5bHNucOeReHzfA,2013-03-17 18:00
w9grvGu-5bHNucOeReHzfA,2013-03-23 3:40
w9grvGu-5bHNucOeReHzfA,2013-03-24 0:03
w9grvGu-5bHNucOeReHzfA,2013-03-25 0:18
w9grvGu-5bHNucOeReHzfA,2013-03-25 3:05
w9grvGu-5bHNucOeReHzfA,2013-03-29 1:37
w9grvGu-5bHNucOeReHzfA,2013-03-29 1:44
w9grvGu-5bHNucOeReHzfA,2013-03-31 17:49
w9grvGu-5bHNucOeReHzfA,2013-04-03 0:00
w9grvGu-5bHNucOeReHzfA,2013-04-06 23:38
w9grvGu-5bHNucOeReHzfA,2013-04-07 0:15
w9grvGu-5bHNucOeReHzfA,2013-04-07 19:04
w9grvGu-5bHNucOeReHzfA,2013-04-07 21:42
w9grvGu-5bHNucOeReHzfA,2013-04-10 23:11
w9grvGu-5bHNucOeReHzfA,2013-04-12 23:13
w9grvGu-5bHNucOeReHzfA,2013-04-13 0:06
w9grvGu-5bHNucOeReHzfA,2013-04-14 15:27
w9grvGu-5bHNucOeReHzfA,2013-04-15 1:13
w9grvGu-5bHNucOeReHzfA,2013-04-19 23:48
w9grvGu-5bHNucOeReHzfA,2013-04-21 0:33
w9grvGu-5bHNucOeReHzfA,2013-04-21 0:33
w9grvGu-5bHNucOeReHzfA,2013-04-21 2:35
w9grvGu-5bHNucOeReHzfA,2013-04-27 0:58
w9grvGu-5bHNucOeReHzfA,2013-04-27 3:25
w9grvGu-5bHNucOeReHzfA,2013-04-27 21:52
w9grvGu-5bHNucOeReHzfA,2013-04-28 1:04
w9grvGu-5bHNucOeReHzfA,2013-04-28 1:53
w9grvGu-5bHNucOeReHzfA,2013-04-28 21:01
w9grvGu-5bHNucOeReHzfA,2013-05-03 23:54
w9grvGu-5bHNucOeReHzfA,2013-05-05 17:32
w9grvGu-5bHNucOeReHzfA,2013-05-08 4:03
w9grvGu-5bHNucOeReHzfA,2013-05-10 22:36
w9grvGu-5bHNucOeReHzfA,2013-05-11 1:34
w9grvGu-5bHNucOeReHzfA,2013-05-12 1:20
w9grvGu-5bHNucOeReHzfA,2013-05-12 3:48
w9grvGu-5bHNucOeReHzfA,2013-05-12 16:31
w9grvGu-5bHNucOeReHzfA,2013-05-13 1:21
w9grvGu-5bHNucOeReHzfA,2013-05-15 22:58
w9grvGu-5bHNucOeReHzfA,2013-05-18 21:46
w9grvGu-5bHNucOeReHzfA,2013-05-19 0:10
w9grvGu-5bHNucOeReHzfA,2013-05-19 21:11
w9grvGu-5bHNucOeReHzfA,2013-05-22 1:25
w9grvGu-5bHNucOeReHzfA,2013-05-22 2:22
w9grvGu-5bHNucOeReHzfA,2013-05-22 2:25
w9grvGu-5bHNucOeReHzfA,2013-05-23 1:23
w9grvGu-5bHNucOeReHzfA,2013-05-26 1:34
w9grvGu-5bHNucOeReHzfA,2013-05-26 15:55
w9grvGu-5bHNucOeReHzfA,2013-05-26 17:23
w9grvGu-5bHNucOeReHzfA,2013-05-27 1:01
